"","no.","block","accuracy","image","Valence.ratings","arousal.ratings","verifications","description","Order","SentimentScore"
"2851",467,"Scene3",0.0916651263833046,"Explosion.1","Moderately Negative","Very High","Tell the truth ","a plane in front of a wall of fire","30",0
"2852",468,"Scene3",0.0772161781787872,"Explosion.1","Somewhat Negative","Somewhat High","Tell the truth ","There is a small plane that has landed. In the background there appears to have been a large explosion.","35",-0.00595812102929851
"2853",469,"Scene3",0.106301121413708,"Explosion.1","Very Negative","Moderately High","Tell the truth ","A plane in front of a scene on fire in the background. ","25",0
"2854",470,"Scene3",0.0542922429740429,"Explosion.1","Somewhat Negative","Moderately Low","Lie","A plane setting off down a runway with families looking happily out the window as they are ready to set off on their holidays on a nice rainy day","7",0.0611083441989043
"2855",471,"Scene3",0.0245626289397478,"Explosion.1","Moderately Negative","Very Low","Lie","a wall of fairy lights with pictures all over it. ","23",0
"2856",472,"Scene3",0.0731261372566223,"Explosion.1","Somewhat Negative","Neither low nor High","Tell the truth ","There appears to be a plane that has just landed. Behind the plane a fiery explosion has just happened.  ","7",-0.144599053220485
"2857",473,"Scene3",0.0682563260197639,"Explosion.1","Somewhat Negative","Somewhat Low","Tell the truth ","There is a fighter table preparing to take off, with an raging inferno behind them.","3",-0.0981451730684972
"2858",474,"Scene3",0.085094191133976,"Explosion.1","Moderately Negative","Somewhat Low","Tell the truth ","a plane landing on a run with a massive fire in the background, it could be an explosion: its in clouds, with red and black: it appears something is properly burning. The plane still seems okay though","29",0.0202462083551763
"2859",475,"Scene3",0.0847200080752373,"Explosion.1","Moderately Positive","Somewhat Low","Tell the truth ","A jet with an explosion behind it","15",-0.306382978723404
"2860",476,"Scene3",0.151311710476875,"Explosion.1","Moderately Negative","Moderately High","Tell the truth ","there is a small plane on what appears to be a runway with a green grass verge behind. The background of the image is fiery like there has been an explosion, with smoke rising into the otherwise blue sky.","9",-0.0566769196342397
"2861",477,"Scene3",0.0172414239495993,"Explosion.1","Very Negative","Somewhat High","Lie","Two girls are sat at a table. One is holding a glass of water, and there are two mugs on the table. There is steam coming from the mugs. The girl on the left is wearing a green dress, the other girl is wearing black.","9",-0.0320644650160038
"2862",478,"Scene3",0.0209555737674236,"Explosion.1","Somewhat Positive","Very Low","Lie","A young family having a picnic they are sat on a green mat and have a flask of tea and flapjacks","17",-0.0103653369968493
"2863",479,"Scene3",0.111758731305599,"Explosion.1","Somewhat Negative","Somewhat High","Tell the truth ","The image shows a fighter jet on a runway presumably about to take off. In the background there is a massive explosion going off which could suggest this is a military base that has had some sort of accident. There is a grassy plane between two of the runways. ","12",-0.0784172701055873
"2864",480,"Scene3",0.0777924135327339,"Explosion.1","Very Negative","Moderately High","Tell the truth ","there is a small plane on the ground . The plane is either blue or grey. there is concrete floor as well as grass. In the background there is alot of fire and smoke","27",-0.0129180349748807
"2865",481,"Scene3",0.107487738132477,"Explosion.1","Very Negative","Very High","Tell the truth ","There is a plane on a runway with an explosion in the background. The plane is blue and has three wheels.","28",0
"2866",482,"Scene3",0.0964091569185257,"Explosion.1","Moderately Negative","Somewhat Low","Tell the truth ","There is an aircraft on a runway and a huge fire or explosion in the background","24",0.115391660052506
"2867",483,"Scene3",0.0795823708176613,"Explosion.1","Very Negative","Moderately High","Tell the truth ","There is a big fire and a plane on the runway. There is black smoke coming from the fire. There is grass in the middle of the runway and yellow lines on the floor. ","26",-0.0121761012123918
"2868",484,"Scene3",0.0210008919239044,"Explosion.1","Somewhat Negative","Neither low nor High","Lie","There is a mother and daughter sitting on a park bench. The weather is very sunny and there are families sitting on the grass in the distance.","0",0.0660157301937606
"2869",485,"Scene3",0.0981784984469414,"Explosion.1","Neutral","Neither low nor High","Lie","a passenger plane on an airport runway. the background is blurred but looks to be a horizon of grass and blue sky.","31",0
"2870",486,"Scene3",0.0728839859366417,"Explosion.1","Moderately Negative","Very High","Tell the truth ","A plane is rolling. In the background, there was a big explosion.","12",0
"2871",487,"Scene3",0.106312155723572,"Explosion.1","Somewhat Negative","Somewhat High","Tell the truth ","there is a plane in the middle of a runway. directly behind the runway is a patch of grass, another runway, then a huge explosion in the background. the plane is facing away from the explosion. behind the explosion, the sky is a bright blue","16",0.0147682288068591
"2872",401,"Person1",0.0592517964541912,"KKK.rally.1","Very Negative","Very High","Tell the truth ","Racist biggots who need educating in equality...","33",0
"2873",402,"Person1",0.106687881052494,"KKK.rally.1","Very Negative","Somewhat High","Tell the truth ","An image of the Ku Klux Klan in a meeting outside","33",0
"2874",403,"Person1",0.0706340223550797,"KKK.rally.1","Very Negative","Moderately High","Tell the truth ","The KKK","15",0
"2875",404,"Person1",0.0919764637947083,"KKK.rally.1","Very Negative","Very Low","Tell the truth ","A cult with all but one person dressed in white . The person dressed in black is next to an American flag. They are all wearing face coverings","34",-0.0140694090848184
"2876",405,"Person1",0.0644195452332497,"KKK.rally.1","Very Negative","Very High","Lie","Dressing up and discussing human rights ","5",0
"2877",406,"Person1",0.0750770196318626,"KKK.rally.1","Moderately Negative","Moderately High","Lie","klu klux klan","15",0
"2878",407,"Person1",0.156104952096939,"KKK.rally.1","Very Negative","Very High","Tell the truth ","This is a black and white photo of the ku klux klan. They are mainly dressed in white robes with white pointed headdresses which hide their faces but one is in black. There is a an American flag.","29",-0.00545608689447928
"2879",408,"Person1",0.0406887046992779,"KKK.rally.1","Very Negative","Very High","Tell the truth ","Horrible people","25",-0.185717444174221
"2880",409,"Person1",0.124487087130547,"KKK.rally.1","Very Negative","Somewhat High","Tell the truth ","This is a picture of the KKK group, with one member in a dark gown holding the American flag ","21",-0.0215544277812625
"2881",410,"Person1",0.0630219951272011,"KKK.rally.1","Neutral","Neither low nor High","Lie","White Candles with one black candle","26",-0.0358205715009362
"2882",411,"Person1",0.0549040287733078,"KKK.rally.1","Very Negative","Somewhat High","Lie","There are some people dressed like teddy bears around a camp fire. They look like they are singing while cooking something to eat over the camp fire. ","0",0
"2883",412,"Person1",0.0546040721237659,"KKK.rally.1","Moderately Negative","Moderately High","Lie","A gathering of MP’s in the House of Commons ","11",0
"2884",413,"Person1",0.0521097108721733,"KKK.rally.1","Very Negative","Moderately High","Lie","Halloween fancy dress party","1",0
"2885",414,"Person1",0.0751613229513168,"KKK.rally.1","Very Negative","Very High","Tell the truth ","An image of what looks like the KKK ","2",0
"2886",415,"Person1",0.138837903738022,"KKK.rally.1","Very Negative","Very High","Tell the truth ","This is a picture of the Ku Klux Klan. They are wearing white hoods and dresses. There is an American flag. There is a person stood at a podium wearing a black hood and dress.","31",-0.0160771704180064
"2887",416,"Person1",0.150670781731606,"KKK.rally.1","Very Negative","Very High","Tell the truth ","Members of the KKK are gathered with an American flag. The image is back and white. There is smoke and sparks from an unseen fire. They are standing around some kind of wooden podium or table.","5",0.0318048039257177
"2888",417,"Person1",0.0474481917917728,"KKK.rally.1","Very Negative","Moderately High","Lie","A band is playing on a stage, with lights shining from the front of the stage. The crowd is standing and jumping about, phone lights shining. The band consists of four members.","8",0
"2889",418,"Person1",0.147342786192894,"KKK.rally.1","Very Negative","Very High","Tell the truth ","A black and white image of the KKK. There are many people dressed in white robes with pointed masks and a logo on their chests (one member has two logos on either side of their chest). What appears to be their leader, dressed in a similar robe but in a different colour (indistinguishable) stands next to the American flag.","4",0.0125627138652479
"2890",419,"Person1",0.0819953233003616,"KKK.rally.1","Very Negative","Very High","Tell the truth ","the KKK","27",0
"2891",420,"Person1",0.0889591425657272,"KKK.rally.1","Very Negative","Very High","Tell the truth ","A gathering of the KKK","12",0
"2892",421,"Person1",0.0469997823238373,"KKK.rally.1","Very Negative","Somewhat High","Lie","there's a concert where the singer is holding a pride flag. the picture is taken form the back of the stadium so you cannot see them but there are many of them. the focus is on the singer who has a golden blazer and a huge smile on his face.","20",0.0701697392999269
"2893",422,"Person1",0.0265932362526655,"KKK.rally.1","Very Negative","Very High","Lie","The photo shows an image of a busy street. Many different people can be seen on the street. There are a variety of shops that people are going into. It appears to be sunny and there are also a number of trees and benches. ","25",0.04440055941181
"2894",423,"Person1",0.146484911441803,"KKK.rally.1","Very Negative","Moderately High","Tell the truth ","back and white image of members of the kkk meeting, a American flag is present with all members in white robes and head coverings except one who wears a darker colour","2",0
"2895",424,"Person1",0.037155769765377,"KKK.rally.1","Very Negative","Very High","Lie","This is a picture of a closed wardrobe made out of a light colored wood and metal handles","33",0.0414701042238069
"2896",425,"Person1",0.0563095510005951,"KKK.rally.1","Very Negative","Very Low","Lie","The picture shows children accidentally wearing the same costume for halloween. ","27",0
"2897",426,"Person1",0.11415771394968,"KKK.rally.1","Very Negative","Neither low nor High","Tell the truth ","The KKK are having a meeting and there is an American flag at their leaders podium ","32",0
