"","no.","block","accuracy","image","description","verifications","Valence_mean","Arousal_mean","Order","SentimentScore"
"1285",5,"Object2",0.0374794341623783,"Plane.crash.4","This is a picture of a plane flyin- through the sky","No",2.04950495,4.106796117,"33",0
"1286",6,"Object2",0.0968229994177818,"Plane.crash.4","looks like it's a plane crashed its in in black and white there's a tree nearby and grass","Yes",2.04950495,4.106796117,"14",-0.010582757160999
"1287",7,"Object2",0.0735177621245384,"Plane.crash.4","The picture is of er an old airplane crash","No",2.04950495,4.106796117,"13",0.0190555408522061
"1288",8,"Object2",0.072892040014267,"Plane.crash.4","second image is a crashed plane","Yes",2.04950495,4.106796117,"1",0
"1289",9,"Object2",0.0602200143039227,"Plane.crash.4","It's a crashed car on the side of the motorway","No",2.04950495,4.106796117,"20",0
"1290",10,"Object2",0.027886101976037,"Plane.crash.4","It's a picture of a garden","No",2.04950495,4.106796117,"7",0
"1291",11,"Object2",0.0383549518883228,"Plane.crash.4","Its an airplane flying in the sky","No",2.04950495,4.106796117,"24",0
"1292",12,"Object2",0.0214937999844551,"Plane.crash.4","Er this one is of a cat curled up on a cushion she got a tail around her er like her paws tucked in like asleep","No",2.04950495,4.106796117,"6",0
"1293",13,"Object2",0.0947026237845421,"Plane.crash.4","It's a plane that's crashed in the middle of lots of  trees","Yes",2.04950495,4.106796117,"32",0
"1294",14,"Object2",0.110327810049057,"Plane.crash.4","Its an upside down air craft over a field pictures in black and white","Yes",2.04950495,4.106796117,"2",-0.0241200059408882
"1295",15,"Object2",0.115664660930634,"Plane.crash.4","This picture shows a  plane crash and its in black and white  and its in the middle of the forest","Yes",2.04950495,4.106796117,"14",-0.0159872102318145
"1296",16,"Object2",0.0736444368958473,"Plane.crash.4","This is a photo of a plane crash","Yes",2.04950495,4.106796117,"0",0
"1297",17,"Object2",0.0860076099634171,"Plane.crash.4","A upturned small plane that has just crashed into some trees","Yes",2.04950495,4.106796117,"32",-0.0771860183041129
"1298",18,"Object2",0.0257469825446606,"Plane.crash.4","Okay what how do you what I guess if a plane landed and then filliped it could land like that but the tree looks way to intact so either it's a old crash or this was stage yeah because the propeller is intact I don't see how you could have a plane flip over forwards without damaging the propeller significantly but the wings are damaged if it flipped sideways into that position maybe nah","Yes",2.04950495,4.106796117,"27",0.0302875018164853
"1299",19,"Object2",0.076695904135704,"Plane.crash.4","Another crashed car no on the road","No",2.04950495,4.106796117,"7",0
"1300",20,"Object2",0.113750316202641,"Plane.crash.4","This image is of a crashed plane in black and white","Yes",2.04950495,4.106796117,"26",-0.0348027842227378
"1301",21,"Object2",0.0801589041948318,"Plane.crash.4","This is a picture of a plane crash or the plane had inverted its in black and white and on its top","Yes",2.04950495,4.106796117,"17",0.0330891042306783
"1302",22,"Object2",0.0284757670015097,"Plane.crash.4","I can see a woodland scene, and there is lots of pink blossom and flowers coming off the trees.","No",2.04950495,4.106796117,"20",-0.0139481593411155
"1303",23,"Object2",0.10623911768198,"Plane.crash.4","Someone did an upsy there's an upside down plane crashed into a tree or row of trees or something to that effect it is grey scale","Yes",2.04950495,4.106796117,"10",-0.0127646886327737
"1304",24,"Object2",0.0676946341991425,"Plane.crash.4"," Crashed plan","Yes",2.04950495,4.106796117,"5",0
"1305",25,"Object2",0.0962158665060997,"Plane.crash.4","a plane has crashed into the ground a black and white picture kind of bear trees probably in winter time and its inverted up on its back","Yes",2.04950495,4.106796117,"17",0.0176038363036672
"1306",26,"Object2",0.0866135060787201,"Plane.crash.4","A crashed plane","Yes",2.04950495,4.106796117,"21",0
"1307",27,"Object2",0.0629796758294106,"Plane.crash.4","This is a picture of a plane crash by the looks of it","Yes",2.04950495,4.106796117,"19",0
"1308",28,"Object2",0.0739916935563087,"Plane.crash.4","That is a crashed airplane","Yes",2.04950495,4.106796117,"6",0
"1309",29,"Object2",0.0558833554387093,"Plane.crash.4","That is very disturbing to see looks kind of fake though doesn't look like an actual aircraft doesn't look real","No",2.04950495,4.106796117,"6",-0.00640378128037508
"1310",30,"Object2",0.0875095129013062,"Plane.crash.4","there's a plane crashed like upside down in a tree","Yes",2.04950495,4.106796117,"9",-0.0608591700175436
"1311",31,"Object2",0.083656057715416,"Plane.crash.4","This is a plane that has fallen into the ground and is upside down and a bit smashed","Yes",2.04950495,4.106796117,"14",-0.0853008377760853
"1312",32,"Object2",0.0940892472863197,"Plane.crash.4","K I'm seeing a picture of a plane that crashed its kind of on its back looks like a little 1 or 2 seater plane and there's a tree that it looks like it might have crashed in to","Yes",2.04950495,4.106796117,"16",0.0160583941605839
"1313",33,"Object2",0.0261635892093182,"Plane.crash.4"," I'm in this image I kinda see two cars colliding they both are like or at least the ends are touching it doesn't look quite a full-on collision like quite extreme one as you would normal see in race cars accidents but it's a more casual 1 were the two cars one being green one being blue again kinda unusual colour choices but hey and they're both yeah and  the background looks normal I don't see many people in the back","No",2.04950495,4.106796117,"4",0.0194766288162951
"1314",34,"Object2",0.0899778679013252,"Plane.crash.4","This is kind of a black and white picture of a plane crash and its upside down","Yes",2.04950495,4.106796117,"10",0.00858950996184936
"1315",35,"Object2",0.0638446658849716,"Plane.crash.4","I see a plane that crashed onto tree","Yes",2.04950495,4.106796117,"22",0
"1316",36,"Object2",0.044737309217453,"Plane.crash.4","This is a train crash","No",2.04950495,4.106796117,"6",0
"1317",37,"Object2",0.129777535796165,"Plane.crash.4","there is a black and white picture of a plane which is upside down and appears to have crashed into a gate and a Tree by the looks of it it appears to be quite an old looking plane","Yes",2.04950495,4.106796117,"17",-0.0113217846636992
"1318",38,"Object2",0.061873272061348,"Plane.crash.4","It's a picture of a plane crash","Yes",2.04950495,4.106796117,"19",0
"1319",39,"Object2",0.0713798701763153,"Plane.crash.4","A plane crashed","Yes",2.04950495,4.106796117,"14",0
"1320",40,"Object2",0.0559071451425552,"Plane.crash.4","A car in a forest","No",2.04950495,4.106796117,"12",0
"1321",1,"Object1",0.0910974442958832,"Bloody.knife.1","Oh it a bloody knife on a white sheet ","Yes",1.843137255,4.544554455,"34",-0.169014084507042
"1322",2,"Object1",0.103530660271645,"Bloody.knife.1","A bloody knife on a bloodstained white cloth thing","Yes",1.843137255,4.544554455,"20",-0.270531400966184
"1323",3,"Object1",0.0284650772809982,"Bloody.knife.1","here we can see a steak knife, its just been used well a carving knife even erm its just been used to carve a lovely looking slice of lamb erm °I did put my lamb in the yes I did ° er its got a wooden handle its got a nice shiny blade with a serrated edge just at the top  left hand you can see the end of the carving fork my goodness that's a lovely piece of lamb erm you can also see just the bottom of the Pyrex thing for putting gravy in er jug that's the word erm and its erm got gravy in it so this looks to be like it's a picture from their  about to have a roast dinner of roast lamb I'm hungry now I'm really hungry","No",1.843137255,4.544554455,"28",0.0899766833332575
"1324",4,"Object1",0.112008862197399,"Bloody.knife.1","Er knife er on a er blood stained bit of cloth with some blood on the knife","Yes",1.843137255,4.544554455,"22",0
"1325",5,"Object1",0.0232940278947353,"Bloody.knife.1","That is a (bouquet ) of flowers","No",1.843137255,4.544554455,"8",0
"1326",6,"Object1",0.0965221598744392,"Bloody.knife.1","There is a knife what looks like a lot of blood and it looks like its going to stain a white sheet","Yes",1.843137255,4.544554455,"17",0
"1327",7,"Object1",0.0891858488321304,"Bloody.knife.1","the pictures of a knife with some blood on it atop a white stained cloth er","Yes",1.843137255,4.544554455,"20",0
"1328",8,"Object1",0.0853456631302834,"Bloody.knife.1","another picture of a knife this one on a chopping board","No",1.843137255,4.544554455,"6",0
"1329",9,"Object1",0.0993317812681198,"Bloody.knife.1","There's a kitchen knife covered in blood and a blood stain on some white fabric behind it","Yes",1.843137255,4.544554455,"26",-0.034045772649896
"1330",10,"Object1",0.0977032408118248,"Bloody.knife.1","It's a picture of a knife with blood on it and blood on the sheet underneath","Yes",1.843137255,4.544554455,"18",0
"1331",11,"Object1",0.0269733835011721,"Bloody.knife.1","It's a picture of a hawk","No",1.843137255,4.544554455,"9",0
"1332",12,"Object1",0.0955072641372681,"Bloody.knife.1","There's a knife with some blood on it erm sat on a shirt which is bloodstained","Yes",1.843137255,4.544554455,"4",-0.0960622054131682
"1333",13,"Object1",0.0926662087440491,"Bloody.knife.1","Erm it's a knife with blood stains","Yes",1.843137255,4.544554455,"24",0
"1334",14,"Object1",0.0944865643978119,"Bloody.knife.1","Er it's a knife covered in blood over a blue cloth","No",1.843137255,4.544554455,"1",0
"1335",15,"Object1",0.104247145354748,"Bloody.knife.1","this picture shows a knife and it's on a white towel or shirt and its covered in blood and the blood is also on the fabric behind it","Yes",1.843137255,4.544554455,"18",-0.0575539568345324
"1336",16,"Object1",0.114393830299377,"Bloody.knife.1","this is a knife that is covered in blood and it's on a white sheet so you can really see how red the blood is  ","Yes",1.843137255,4.544554455,"23",0.010114845643241
"1337",17,"Object1",0.0887090936303139,"Bloody.knife.1","A knife with a blood streak on it and blood on the fabric beneath the knife","Yes",1.843137255,4.544554455,"8",0
"1338",18,"Object1",0.0603429675102234,"Bloody.knife.1","Um I don't think that's real blood because real blood is more opaque","Yes",1.843137255,4.544554455,"19",0.0279576939844479
"1339",19,"Object1",0.104777134954929,"Bloody.knife.1","its bloody knife on a bloody cloth ","Yes",1.843137255,4.544554455,"2",-0.293398533007335
"1340",20,"Object1",0.0909843370318413,"Bloody.knife.1","Next is a pictures of a knife with some blood on a white cloth  ","Yes",1.843137255,4.544554455,"21",0
"1341",21,"Object1",0.104246750473976,"Bloody.knife.1","This picture is of a knife covered in blood on a white sheet with blood like staining the sheet","Yes",1.843137255,4.544554455,"21",0
"1342",22,"Object1",0.0683154836297035,"Bloody.knife.1","There is a knife and it is rounded on the end and has some holes on the back of the blade and the handle is black with a metal lining.","No",1.843137255,4.544554455,"3",-0.0116234661175963
"1343",23,"Object1",0.0452345833182335,"Bloody.knife.1","Its a gun it's a very small gun actually a revolver type on in sheets I think some sort of blanket","No",1.843137255,4.544554455,"9",-0.0201820077031692
"1344",24,"Object1",0.0981429144740105,"Bloody.knife.1"," Bloody knife on a white or blood stained cloth","Yes",1.843137255,4.544554455,"23",-0.122122607220741
"1345",25,"Object1",0.0869734287261963,"Bloody.knife.1","A knife that has blood dripping off it and there's blood faded into  the bed sheets or the white cover that's underneath it","Yes",1.843137255,4.544554455,"15",0
"1346",26,"Object1",0.0863222554326057,"Bloody.knife.1","Knife with blood on","Yes",1.843137255,4.544554455,"15",0
"1347",27,"Object1",0.0937313586473465,"Bloody.knife.1","Picture of a blood stained knife","Yes",1.843137255,4.544554455,"9",0
"1348",28,"Object1",0.0529653467237949,"Bloody.knife.1","That is a fork on a kitchen counter","No",1.843137255,4.544554455,"4",0
"1349",29,"Object1",0.0827256590127945,"Bloody.knife.1","Oh how scary classic murder mystery kind of symbol is that like a chef's uniform or something in the background looks like a chef's uniform hmm that blood looks fake really fake","Yes",1.843137255,4.544554455,"7",-0.0134174464922144
"1350",30,"Object1",0.0652651861310005,"Bloody.knife.1","picture of like a bread knife with like butter and  stuff on it","No",1.843137255,4.544554455,"14",0
"1351",31,"Object1",0.104065038263798,"Bloody.knife.1","This is a picture of a knife with some blood on it and some clothes with blood in the background","Yes",1.843137255,4.544554455,"31",0
